CATALOGO_PRODUCTO_ID,NOMBRE,PRECIO,DESCRIPCION
855,Honey badger,999,"Extirpation of Matter from Thoracolumbar Vertebral Disc, Open Approach"
856,Toddy cat,590,"Dilation of Upper Vein with Intraluminal Device, Percutaneous Approach"
857,Red-cheeked cordon bleu,1447,"Extirpation of Matter from Lumbosacral Plexus, Percutaneous Approach"
858,Flightless cormorant,3826,"Revision of Synthetic Substitute in Head and Neck Subcutaneous Tissue and Fascia, Open Approach"
859,Yellow-headed caracara,3716,"Removal of Internal Fixation Device from Right Wrist Joint, External Approach"
860,Purple moorhen,2021,"Drainage of Right Sphenoid Sinus with Drainage Device, Percutaneous Endoscopic Approach"
861,Common raccoon,1347,"Extirpation of Matter from Lung Lingula, Percutaneous Approach"
862,"Bee-eater, nubian",3092,"Supplement Right Occipital Bone with Nonautologous Tissue Substitute, Percutaneous Approach"
863,"Pelican, great white",315,"Measurement of Products of Conception, Cardiac Rate, External Approach"
864,Striped skunk,3367,"Repair Left Tarsal, Open Approach"
865,African snake (unidentified),64,"Drainage of Left Anterior Chamber with Drainage Device, Percutaneous Approach"
866,African elephant,4522,"Destruction of Left Maxilla, Open Approach"
867,"Bleu, red-cheeked cordon",288,"Transplantation of Right Ovary, Allogeneic, Open Approach"
868,Great cormorant,162,"Removal of Drainage Device from Lumbar Vertebral Joint, Percutaneous Approach"
869,Bald eagle,2073,"Introduction of Local Anesthetic into Respiratory Tract, Percutaneous Approach"
870,"Possum, pygmy",395,"Repair Portal Vein, Percutaneous Endoscopic Approach"
871,Sidewinder,4101,"Drainage of Left External Iliac Artery, Percutaneous Approach, Diagnostic"
872,Western bearded dragon,584,"Supplement Pulmonary Valve with Nonautologous Tissue Substitute, Percutaneous Approach"
873,"Sloth, hoffman's",3034,"Occlusion of Upper Esophagus with Intraluminal Device, Percutaneous Approach"
874,Capybara,3029,"Revision of Synthetic Substitute in Left Lower Extremity, Open Approach"
875,Roseate cockatoo,4752,"Supplement Left Tarsal with Autologous Tissue Substitute, Percutaneous Approach"
876,Currasow (unidentified),1266,"Repair Ascending Colon, Via Natural or Artificial Opening Endoscopic"
877,"Boa, columbian rainbow",4255,"Bypass Right Femoral Artery to Lower Extremity Artery, Percutaneous Endoscopic Approach"
878,Ground monitor (unidentified),1453,"Reposition Lumbosacral Joint, Percutaneous Approach"
879,"Iguana, land",4954,"Dilation of Left Popliteal Artery with Two Drug-eluting Intraluminal Devices, Open Approach"
880,"Marmot, hoary",2820,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach"
881,Australian spiny anteater,2157,"Revision of Autologous Tissue Substitute in Female Perineum, Percutaneous Endoscopic Approach"
882,"Lion, southern sea",2538,"Drainage of Right Upper Lung Lobe with Drainage Device, Via Natural or Artificial Opening"
883,"Wildebeest, blue",3798,"Removal of Autologous Tissue Substitute from Right Glenoid Cavity, Percutaneous Approach"
884,"Peccary, white-lipped",2669,"Extirpation of Matter from Right Vocal Cord, Open Approach"
885,Trumpeter swan,950,"Resection of Left Tympanic Membrane, Via Natural or Artificial Opening"
886,"Cat, long-tailed spotted",2583,"Monitoring of Venous Pulse, Portal, Percutaneous Approach"
887,Blue fox,2419,"Dilation of Right Middle Lobe Bronchus, Via Natural or Artificial Opening"
888,Pacific gull,1027,"Drainage of Sacrum with Drainage Device, Percutaneous Approach"
889,"Nuthatch, red-breasted",4976,"Revision of Synthetic Substitute in Bladder, Open Approach"
890,Monitor lizard (unidentified),826,"Drainage of Ileocecal Valve with Drainage Device, Percutaneous Endoscopic Approach"
891,Columbian rainbow boa,3464,"Reposition Right External Iliac Artery, Percutaneous Approach"
892,"Wallaby, red-necked",399,"Occlusion of Right Common Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
893,Coqui partridge,3612,"Drainage of Left Upper Leg, Percutaneous Approach"
894,Green-backed heron,3384,"Extirpation of Matter from Epiglottis, Open Approach"
895,White-throated kingfisher,3043,"Excision of Inferior Vena Cava, Percutaneous Approach"
896,"Insect, stick",3896,"Fluoroscopy of Right Renal Artery using High Osmolar Contrast, Laser Intraoperative"
897,Brown pelican,21,"Drainage of Hepatic Artery, Percutaneous Endoscopic Approach"
898,"Squirrel, uinta ground",2911,"Repair Right Ankle Tendon, Open Approach"
899,"Cat, european wild",4436,"Release Right Upper Arm Muscle, External Approach"
900,Carmine bee-eater,1538,"Inspection of Right Upper Arm, Percutaneous Endoscopic Approach"
901,Thirteen-lined squirrel,4217,"Occlusion of Ascending Colon with Intraluminal Device, Open Approach"
902,"Waxbill, blue",3771,"Occlusion of Cisterna Chyli, Percutaneous Approach"
903,Numbat,1685,"Excision of Bilateral Lungs, Via Natural or Artificial Opening"
904,Ostrich,2267,"Bypass Transverse Colon to Transverse Colon with Autologous Tissue Substitute, Open Approach"
905,Jaguar,2434,"Bypass Right Subclavian Artery to Left Lower Leg Artery with Autologous Venous Tissue, Open Approach"
906,"Goose, egyptian",2641,"Supplement Left Atrium with Synthetic Substitute, Percutaneous Approach"
907,"Stork, marabou",206,"Extirpation of Matter from Right Sublingual Gland, Open Approach"
908,Asian lion,3800,"Supplement Perineum Tendon with Nonautologous Tissue Substitute, Open Approach"
909,"Mongoose, eastern dwarf",2926,"Drainage of Bilateral Fallopian Tubes with Drainage Device, Percutaneous Endoscopic Approach"
910,Orca,2164,"Extirpation of Matter from Left Cephalic Vein, Open Approach"
911,Dassie,4195,"Revision of Infusion Device in Upper Jaw, Open Approach"
912,Common goldeneye,1176,"Division of Left Glenoid Cavity, Open Approach"
913,Mexican wolf,93,"Inspection of Respiratory Tract, Via Natural or Artificial Opening Endoscopic Approach"
914,"Hawk, ferruginous",2990,"Extirpation of Matter from Coccygeal Joint, Open Approach"
915,"Lizard, collared",2614,"Replacement of Left Eye with Nonautologous Tissue Substitute, Percutaneous Approach"
916,Eastern diamondback rattlesnake,537,"Repair Right Ureter, Percutaneous Endoscopic Approach"
917,"Heron, gray",926,"Repair Glomus Jugulare, Percutaneous Endoscopic Approach"
918,King cormorant,2927,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary, Open Approach"
919,"Mongoose, small indian",2603,"Reposition Left Sacroiliac Joint, Percutaneous Approach"
920,Nile crocodile,4590,Therapeutic Exercise Treatment of Respiratory System - Lower Back / Lower Extremity using Other Equipment
921,Western spotted skunk,4808,"Excision of Left Internal Iliac Artery, Percutaneous Endoscopic Approach, Diagnostic"
922,"Tern, white-winged black",758,"Revision of Autologous Tissue Substitute in Left Tibia, Percutaneous Endoscopic Approach"
923,"Duck, blue",4567,"Drainage of Azygos Vein, Open Approach, Diagnostic"
924,Bontebok,2830,"Bypass Inferior Vena Cava to Inferior Mesenteric Vein with Autologous Tissue Substitute, Open Approach"
925,American bighorn sheep,3876,"Removal of Internal Fixation Device from Right Humeral Shaft, External Approach"
926,"Legaan, Monitor (unidentified)",2652,"Reposition Left Humeral Shaft with Ring External Fixation Device, Open Approach"
927,"Siskin, pine",173,"Excision of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach"
928,Reindeer,4911,"Removal of Autologous Tissue Substitute from Upper Intestinal Tract, Open Approach"
929,"Genet, common",1206,"Drainage of Tongue with Drainage Device, Percutaneous Approach"
930,Collared peccary,3072,"Release Left Sternoclavicular Joint, Open Approach"
931,"Viper, egyptian",568,"Removal of Feeding Device from Lower Intestinal Tract, Via Natural or Artificial Opening"
932,Gerbil (unidentified),4062,"Fusion of Lumbosacral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Approach"
933,Dingo,1420,"Transfer Abducens Nerve to Optic Nerve, Open Approach"
934,Openbill stork,2517,"Drainage of Left Wrist Joint with Drainage Device, Percutaneous Approach"
935,"Barbet, levaillant's",4917,High Dose Rate (HDR) Brachytherapy of Nasopharynx using Cesium 137 (Cs-137)
936,Yellow baboon,2368,"Dilation of Left Vertebral Vein, Open Approach"
937,Margay,2210,"Drainage of Left Common Iliac Artery with Drainage Device, Percutaneous Endoscopic Approach"
938,"Stork, european",1307,"Dilation of Right Foot Artery, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach"
939,Red-necked wallaby,824,"Fluoroscopy of Lumbar Arteries using Other Contrast, Laser Intraoperative"
940,"Lapwing, southern",808,"Bypass Left Atrium to Left Pulmonary Vein, Percutaneous Endoscopic Approach"
941,Spur-winged goose,409,"Supplement Right Lower Arm and Wrist Muscle with Nonautologous Tissue Substitute, Open Approach"
942,White-throated toucan,271,Dressing of Left Upper Leg using Bandage
943,"Possum, common brushtail",1642,"Removal of Monitoring Device from Diaphragm, External Approach"
944,"Flamingo, roseat",4944,"Removal of Drainage Device from Cranial Nerve, Open Approach"
945,Lappet-faced vulture,3202,"Resection of Lumbosacral Disc, Open Approach"
946,Black kite,4619,"Removal of Nonautologous Tissue Substitute from Right Clavicle, Open Approach"
947,American alligator,533,"Supplement Left Internal Mammary Artery with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
948,Comb duck,2500,"Bypass Ileum to Ileum with Synthetic Substitute, Percutaneous Endoscopic Approach"
949,Red sheep,3462,"Excision of Left Humeral Head, Percutaneous Approach, Diagnostic"
950,White-throated monitor,3997,"Dilation of Right Axillary Artery with Two Intraluminal Devices, Open Approach"
951,Brown and yellow marshbird,4888,"Supplement Lumbar Vertebral Disc with Synthetic Substitute, Percutaneous Endoscopic Approach"
952,Red-necked wallaby,324,"Transfer Facial Nerve to Olfactory Nerve, Percutaneous Endoscopic Approach"
953,Red howler monkey,2551,"Supplement Right Main Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
954,Jaguarundi,2518,"Supplement Left Clavicle with Synthetic Substitute, Percutaneous Approach"
955,Blue catfish,2644,"Fusion of 2 to 7 Thoracic Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
956,Blue racer,3343,"Resection of Right Fallopian Tube, Via Natural or Artificial Opening Endoscopic"
957,Silver gull,1166,"Drainage of Nasal Turbinate with Drainage Device, Open Approach"
958,"Sifaka, verreaux's",3675,"Revision of Internal Fixation Device in Right Finger Phalanx, Percutaneous Endoscopic Approach"
959,Moose,4077,"Extraction of Right Ethmoid Sinus, Open Approach"
960,"Tern, arctic",2451,"Excision of Pulmonary Valve, Percutaneous Approach, Diagnostic"
961,"Shark, blue",873,"Dilation of Right Common Carotid Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach"
962,Eastern white pelican,2766,"Repair Upper Vein, Open Approach"
963,Two-toed sloth,1274,"Reposition Sternum, External Approach"
964,Defassa waterbuck,1273,"Introduction of Local Anesthetic into Products of Conception, Via Natural or Artificial Opening Endoscopic"
965,"Heron, green-backed",1691,"Supplement Coccygeal Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
966,Bohor reedbuck,1001,"Lower Arteries, Occlusion"
967,Long-tailed skua,4472,"Repair Lumbosacral Plexus, Percutaneous Approach"
968,Caracal,1598,"Bypass Coronary Artery, One Artery from Thoracic Artery with Autologous Venous Tissue, Open Approach"
969,"Boa, malagasy ground",2950,"Removal of Radioactive Element from Upper Jaw, Percutaneous Approach"
970,"Macaque, pig-tailed",1816,"Reattachment of Sigmoid Colon, Open Approach"
971,Crab-eating raccoon,1478,"Insertion of Hybrid External Fixation Device into Right Femoral Shaft, Percutaneous Approach"
972,Black swan,4190,"Destruction of Right Colic Artery, Percutaneous Endoscopic Approach"
973,Stanley bustard,524,"Occlusion of Left Brachial Vein with Intraluminal Device, Open Approach"
974,"Lion, california sea",1169,"Excision of Thymus, Percutaneous Approach, Diagnostic"
975,"Wallaby, dama",901,"Supplement Left Sphenoid Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
976,White spoonbill,2262,"Insertion of Monitoring Device into Thoracic Aorta, Ascending/Arch, Percutaneous Approach"
977,Grey lourie,1287,"Replacement of Right Vocal Cord with Nonautologous Tissue Substitute, Open Approach"
978,Slender-billed cockatoo,4791,Beam Radiation of Soft Palate using Photons >10 MeV
979,Chital,3077,Beam Radiation of Lung using Photons >10 MeV
980,Tsessebe,2255,"Revision of Drainage Device in Lower Intestinal Tract, Percutaneous Approach"
981,"Seal, northern fur",2798,"Introduction of Radioactive Substance into Male Reproductive, Via Natural or Artificial Opening Endoscopic"
982,"Raven, white-necked",763,"Ultrasonography of Third Trimester, Multiple Gestation"
983,"Peacock, blue",370,"Bypass Right Internal Iliac Artery to Bilateral Femoral Arteries, Percutaneous Endoscopic Approach"
984,"Marmot, yellow-bellied",4022,"Reposition Right Upper Eyelid, Open Approach"
985,"Cardinal, black-throated",3215,"Removal of Contraceptive Device from Lower Extremity Subcutaneous Tissue and Fascia, Open Approach"
986,Tawny eagle,1019,"Release Genitalia Skin, External Approach"
987,Jungle kangaroo,822,"Excision of Left Trunk Muscle, Percutaneous Endoscopic Approach"
988,Swainson's francolin,1991,"Drainage of Right Upper Extremity Bursa and Ligament, Percutaneous Approach"
989,"Badger, eurasian",2946,"Restriction of Right Common Carotid Artery, Percutaneous Approach"
990,"Rhinoceros, white",4071,"Revision of Autologous Tissue Substitute in Vas Deferens, Via Natural or Artificial Opening"
991,Puku,840,"Extirpation of Matter from Right Temporal Artery, Percutaneous Approach"
992,Rose-ringed parakeet,737,"Drainage of Left Inguinal Lymphatic, Percutaneous Endoscopic Approach"
993,"Kangaroo, eastern grey",3250,"Dilation of Left Foot Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach"
994,White-winged tern,1278,Positron Emission Tomographic (PET) Imaging of Myocardium using Rubidium 82 (Rb-82)
995,"Booby, masked",3557,"Placement, Anatomical Regions, Removal"
996,Brown brocket,2826,"Bypass Inferior Vena Cava to Lower Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
997,"Racer, blue",4530,"Replacement of Nasal Turbinate with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
998,"Creeper, black-tailed tree",4189,Change Bandage on Left Toe
999,"Cat, african wild",1397,"Repair Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
1000,Green-backed heron,4621,"Bypass Left Common Iliac Artery to Bilateral External Iliac Arteries, Open Approach"
