servicio_id,fecha_revision,descripcion_problema,costo,mascota_id,catalogo_diagnostico_id,empleado_id
528,05/09/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",580.6,528,528,48
529,07/07/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",851.64,529,529,70
530,11/10/2023,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1734.17,530,530,30
531,05/18/2024,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1323.82,531,531,66
532,09/17/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1135.17,532,532,28
533,08/08/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,682.31,533,533,43
534,06/22/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",928.84,534,534,11
535,01/06/2024,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1651.99,535,535,4
536,07/07/2023,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1019.96,536,536,59
537,12/25/2023,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1564.77,537,537,13
538,07/20/2023,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",547.9,538,538,25
539,09/09/2023,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,542.73,539,539,11
540,08/04/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,1330.0,540,540,2
541,12/09/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,629.52,541,541,25
542,02/12/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1574.7,542,542,45
543,03/18/2024,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",713.76,543,543,31
544,10/07/2023,Fusce consequat. Nulla nisl. Nunc nisl.,1174.21,544,544,52
545,08/11/2023,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1165.36,545,545,31
546,03/12/2024,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1135.64,546,546,29
547,10/29/2023,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1607.44,547,547,45
548,07/28/2023,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1681.91,548,548,19
549,12/02/2023,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1926.6,549,549,65
550,07/06/2023,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1397.8,550,550,32
551,08/22/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,854.39,551,551,3
552,05/08/2024,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,649.44,552,552,64
553,01/17/2024,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",758.75,553,553,15
554,11/18/2023,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1182.5,554,554,1
555,05/06/2024,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",743.94,555,555,10
556,03/25/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",761.06,556,556,9
557,05/04/2024,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1974.22,557,557,14
558,07/02/2023,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1623.4,558,558,40
559,03/23/2024,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1382.93,559,559,16
560,03/19/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1626.54,560,560,1
561,09/05/2023,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",864.31,561,561,32
562,11/20/2023,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1590.99,562,562,69
563,04/27/2024,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1793.62,563,563,9
564,02/25/2024,Fusce consequat. Nulla nisl. Nunc nisl.,1914.75,564,564,4
565,09/30/2023,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",829.72,565,565,10
566,04/20/2024,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,762.1,566,566,32
567,10/09/2023,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,784.84,567,567,10
568,08/19/2023,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1419.37,568,568,31
569,01/08/2024,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1161.16,569,569,12
570,12/13/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1575.7,570,570,30
571,05/13/2024,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",659.42,571,571,68
572,10/31/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1120.65,572,572,17
573,12/22/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,533.03,573,573,1
574,08/15/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,610.6,574,574,16
575,01/06/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1725.78,575,575,45
576,08/14/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",911.95,576,576,31
577,05/05/2024,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",851.43,577,577,44
578,03/08/2024,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1476.06,578,578,45
579,12/20/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1520.68,579,579,50
580,07/15/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,677.42,580,580,40
581,06/04/2024,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,801.25,581,581,57
582,04/15/2024,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1257.47,582,582,32
583,09/23/2023,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",770.02,583,583,47
584,08/08/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",562.04,584,584,50
585,03/04/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1969.42,585,585,31
586,07/10/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1623.49,586,586,70
587,05/09/2024,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1368.46,587,587,32
588,03/09/2024,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1932.1,588,588,50
589,10/22/2023,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,500.84,589,589,36
590,09/14/2023,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1026.97,590,590,32
591,09/25/2023,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1489.79,591,591,58
592,08/26/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1278.84,592,592,70
593,12/15/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1236.82,593,593,1
594,05/11/2024,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,781.11,594,594,17
595,05/09/2024,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1883.89,595,595,70
596,08/08/2023,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1121.25,596,596,45
597,06/11/2023,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,555.55,597,597,27
598,02/19/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1564.19,598,598,48
599,07/15/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",810.39,599,599,21
600,09/24/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,959.81,600,600,39
601,01/06/2024,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1162.11,601,601,24
602,03/05/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1205.18,602,602,30
603,06/26/2023,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1516.17,603,603,37
604,12/07/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1951.08,604,604,62
605,11/29/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,825.98,605,605,17
606,05/14/2024,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",564.77,606,606,6
607,07/13/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,912.5,607,607,54
608,09/11/2023,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,552.4,608,608,49
609,07/24/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",720.85,609,609,64
610,09/09/2023,Fusce consequat. Nulla nisl. Nunc nisl.,1642.5,610,610,48
611,09/12/2023,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1414.08,611,611,21
612,06/19/2023,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1083.26,612,612,56
613,06/11/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,587.23,613,613,40
614,10/21/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1687.55,614,614,63
615,07/24/2023,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1398.73,615,615,19
616,04/11/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1063.45,616,616,58
617,12/20/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1990.89,617,617,18
618,10/03/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1620.58,618,618,3
619,07/25/2023,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1358.08,619,619,63
620,04/11/2024,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1535.59,620,620,29
621,09/05/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1065.48,621,621,39
622,03/17/2024,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1852.6,622,622,11
623,03/18/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1554.92,623,623,32
624,05/07/2024,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1730.63,624,624,14
625,03/13/2024,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",761.18,625,625,7
626,05/29/2024,Fusce consequat. Nulla nisl. Nunc nisl.,1000.78,626,626,3
627,03/18/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1244.85,627,627,42
628,02/18/2024,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1906.16,628,628,61
629,04/04/2024,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1180.64,629,629,19
630,03/17/2024,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1998.18,630,630,43
631,11/12/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1102.85,631,631,19
632,02/15/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,992.56,632,632,68
633,12/14/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1170.73,633,633,2
634,02/03/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1261.88,634,634,38
635,01/25/2024,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1719.55,635,635,28
636,08/23/2023,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1844.88,636,636,57
637,10/17/2023,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1016.06,637,637,62
638,06/08/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1676.48,638,638,21
639,10/11/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1662.39,639,639,68
640,11/27/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",929.77,640,640,29
641,10/11/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1199.22,641,641,52
642,06/09/2023,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1796.8,642,642,52
643,09/28/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,757.73,643,643,20
644,02/26/2024,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1365.54,644,644,13
645,04/05/2024,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,581.76,645,645,7
646,04/25/2024,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1024.28,646,646,13
647,04/14/2024,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",595.57,647,647,38
648,06/27/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1490.83,648,648,70
649,10/09/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1848.78,649,649,61
650,08/08/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1913.67,650,650,31
651,03/24/2024,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,734.93,651,651,56
652,02/12/2024,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,730.27,652,652,26
653,02/11/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1340.23,653,653,35
654,02/03/2024,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1470.78,654,654,52
655,03/11/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1182.28,655,655,13
656,10/23/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1537.86,656,656,60
657,10/01/2023,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",550.52,657,657,24
658,08/02/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1331.57,658,658,27
659,07/12/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",652.32,659,659,5
660,06/05/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,592.23,660,660,36
661,04/24/2024,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1897.1,661,661,50
662,03/15/2024,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1186.4,662,662,29
663,01/20/2024,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",604.47,663,663,18
664,08/30/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,703.39,664,664,50
665,04/07/2024,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1287.31,665,665,2
666,12/05/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1420.18,666,666,57
667,07/16/2023,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1560.01,667,667,5
668,04/02/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1573.33,668,668,6
669,03/04/2024,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1464.24,669,669,28
670,10/14/2023,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,824.63,670,670,10
671,06/27/2023,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",683.95,671,671,60
672,05/10/2024,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,611.23,672,672,64
673,06/16/2023,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",793.72,673,673,12
674,05/19/2024,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1245.13,674,674,9
675,03/24/2024,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",579.2,675,675,4
676,09/18/2023,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1704.86,676,676,21
677,06/24/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1732.34,677,677,64
678,01/06/2024,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1616.11,678,678,18
679,05/19/2024,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1176.69,679,679,63
680,12/10/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,1717.15,680,680,6
681,09/22/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,1261.37,681,681,10
682,07/31/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1419.36,682,682,31
683,02/29/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",872.74,683,683,20
684,07/29/2023,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1736.39,684,684,37
685,06/20/2023,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,968.8,685,685,65
686,04/17/2024,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1020.5,686,686,57
687,04/06/2024,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1694.17,687,687,12
688,12/29/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1751.96,688,688,52
689,12/11/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,546.33,689,689,40
690,01/08/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1032.73,690,690,52
691,11/21/2023,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",925.2,691,691,67
692,02/10/2024,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1011.34,692,692,35
693,08/20/2023,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1899.85,693,693,62
694,10/07/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",896.02,694,694,53
695,12/21/2023,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1958.67,695,695,34
696,08/05/2023,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1331.82,696,696,55
697,04/16/2024,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1750.64,697,697,65
698,04/22/2024,Fusce consequat. Nulla nisl. Nunc nisl.,588.73,698,698,20
699,08/13/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1783.0,699,699,57
700,08/11/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,618.12,700,700,47
701,02/03/2024,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",678.31,701,701,67
702,03/22/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",683.63,702,702,52
